geneId,label,H100,H080,H050,H030,H020,H010,H007,H005,H003,H000_adapt,H005_adapt,H010_adapt,H020_adapt,H030_adapt,H040_adapt,H050_adapt,H060_adapt,H070_adapt,H080_adapt,H090_adapt,H095_adapt
WBGene00006099,0,3.0,9.0,78.0,104.0,206.0,365.0,401.0,430.0,454.0,462.0,461.0,448.0,346.0,70.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0
WBGene00006102,0,2.0,2.0,24.0,93.0,119.0,279.0,333.0,371.0,409.0,418.0,417.0,405.0,260.0,45.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00006103,0,2.0,13.0,79.0,108.0,165.0,329.0,371.0,395.0,427.0,440.0,439.0,434.0,319.0,64.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00006104,0,3.0,17.0,75.0,108.0,157.0,315.0,369.0,401.0,429.0,434.0,433.0,426.0,301.0,63.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0
WBGene00006105,0,3.0,8.0,49.0,105.0,160.0,342.0,386.0,414.0,433.0,439.0,438.0,436.0,328.0,51.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006106,0,3.0,9.0,51.0,103.0,162.0,323.0,379.0,402.0,422.0,435.0,434.0,427.0,329.0,57.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0
WBGene00006108,0,6.0,17.0,56.0,103.0,144.0,307.0,365.0,393.0,418.0,424.0,423.0,420.0,312.0,48.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00006110,0,12.0,24.0,80.0,108.0,141.0,330.0,373.0,398.0,426.0,437.0,436.0,426.0,275.0,68.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00006111,0,8.0,22.0,55.0,105.0,148.0,314.0,368.0,394.0,418.0,426.0,425.0,418.0,302.0,52.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00006112,0,8.0,15.0,55.0,105.0,118.0,223.0,311.0,349.0,398.0,408.0,407.0,393.0,226.0,46.0,13.0,7.0,1.0,1.0,1.0,1.0,1.0
WBGene00006113,0,11.0,17.0,74.0,108.0,169.0,330.0,380.0,404.0,426.0,437.0,436.0,426.0,305.0,62.0,15.0,7.0,3.0,3.0,1.0,1.0,1.0
WBGene00006117,0,0.0,0.0,1.0,33.0,50.0,99.0,118.0,144.0,195.0,229.0,228.0,222.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006120,0,2.0,6.0,34.0,88.0,109.0,253.0,319.0,357.0,390.0,402.0,401.0,398.0,306.0,40.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
WBGene00006121,0,2.0,5.0,36.0,86.0,124.0,271.0,325.0,369.0,403.0,415.0,414.0,411.0,287.0,38.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00006124,0,2.0,18.0,39.0,95.0,123.0,249.0,306.0,353.0,388.0,398.0,397.0,394.0,266.0,40.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006125,0,1.0,13.0,38.0,93.0,117.0,236.0,292.0,337.0,374.0,387.0,386.0,384.0,268.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006126,0,1.0,6.0,37.0,82.0,107.0,216.0,268.0,302.0,343.0,362.0,361.0,355.0,212.0,41.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006127,0,1.0,6.0,36.0,77.0,106.0,210.0,265.0,294.0,340.0,356.0,355.0,351.0,216.0,39.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006128,0,4.0,9.0,42.0,96.0,125.0,269.0,328.0,365.0,390.0,398.0,397.0,394.0,266.0,41.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006129,0,6.0,13.0,41.0,98.0,138.0,304.0,351.0,377.0,393.0,401.0,400.0,399.0,309.0,43.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00006130,0,4.0,10.0,28.5,69.0,97.0,215.5,242.0,275.0,324.5,339.0,338.0,332.5,179.0,33.0,8.5,1.5,1.0,0.5,0.5,0.5,0.5
WBGene00006133,0,10.0,31.0,51.0,102.0,119.0,286.0,344.0,379.0,402.0,406.0,405.0,404.0,303.0,52.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006134,0,0.0,9.0,40.0,99.0,116.0,245.0,295.0,343.0,370.0,377.0,376.0,372.0,247.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006135,0,4.0,19.0,49.0,98.0,118.0,258.0,335.0,371.0,399.0,408.0,407.0,406.0,270.0,51.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006136,0,5.0,22.0,47.0,99.0,117.0,235.0,305.0,349.0,393.0,399.0,398.0,396.0,251.0,50.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006137,0,2.0,2.0,2.0,27.0,134.0,340.0,394.0,418.0,444.0,449.0,447.0,439.0,354.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00006138,0,6.0,7.0,9.0,53.0,183.0,355.0,392.0,420.0,455.0,464.0,462.0,439.0,330.0,15.0,7.0,6.0,5.0,3.0,1.0,1.0,1.0
WBGene00006141,0,1.0,1.0,1.0,1.0,33.0,228.0,305.0,342.0,392.0,403.0,402.0,399.0,257.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006142,0,1.0,1.0,1.0,1.0,40.0,227.0,299.0,345.0,386.0,401.0,400.0,397.0,279.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006143,0,3.0,7.0,9.0,29.0,137.0,331.0,375.0,410.0,449.0,466.0,465.0,444.0,321.0,13.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0
WBGene00006144,0,5.0,6.0,9.0,46.0,180.0,366.0,400.0,420.0,438.0,441.0,439.0,434.0,325.0,14.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0
WBGene00006145,0,5.0,8.0,9.0,39.0,174.0,362.0,403.0,421.0,439.0,445.0,443.0,433.0,324.0,16.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0
WBGene00006146,0,5.0,7.0,9.0,33.0,162.0,347.0,386.0,410.0,440.0,452.0,450.0,434.0,314.0,12.0,6.0,5.0,5.0,1.0,1.0,1.0,1.0
WBGene00006147,0,5.0,5.0,9.0,30.0,151.0,344.0,387.0,404.0,432.0,436.0,434.0,426.0,345.0,17.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0
WBGene00006148,0,1.0,1.0,3.0,47.0,202.0,367.0,404.0,432.0,463.0,472.0,471.0,448.0,355.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006149,0,2.0,5.0,13.0,169.0,310.0,401.0,432.0,450.0,468.0,472.0,471.0,457.0,371.0,18.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00006150,0,4.0,5.0,7.0,43.0,170.0,344.0,392.0,417.0,439.0,452.0,451.0,443.0,335.0,12.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
WBGene00006152,0,2.0,2.0,2.0,48.0,150.0,394.0,455.0,499.0,543.0,485.0,483.0,462.0,356.0,27.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00006153,0,2.0,6.0,11.0,49.0,168.0,322.0,373.0,414.0,435.0,445.0,444.0,431.0,314.0,16.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006154,0,3.0,7.0,10.0,35.0,154.0,342.0,385.0,418.0,433.0,438.0,437.0,430.0,308.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006155,0,5.0,10.0,10.0,110.0,217.0,362.0,402.0,429.0,454.0,458.0,457.0,453.0,345.0,20.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0
WBGene00006156,0,7.0,10.0,10.0,69.0,189.0,352.0,396.0,425.0,453.0,450.0,449.0,441.0,341.0,17.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0
WBGene00006157,0,8.0,10.0,10.0,84.0,218.0,372.0,415.0,433.0,453.0,458.0,456.0,445.0,354.0,15.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0
WBGene00006158,0,7.0,10.0,10.0,107.0,235.0,377.0,418.0,442.0,472.0,468.0,467.0,448.0,362.0,26.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0
WBGene00006159,0,4.0,7.0,10.0,59.0,180.0,360.0,398.0,420.0,449.0,449.0,447.0,431.0,331.0,17.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0
WBGene00006160,0,1.0,5.0,10.0,22.0,134.0,323.0,379.0,410.0,436.0,439.0,438.0,429.0,324.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006161,0,2.0,7.0,10.0,37.0,164.0,336.0,382.0,419.0,446.0,442.0,441.0,432.0,349.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006162,0,4.0,6.0,10.0,37.0,174.0,342.0,386.0,418.0,446.0,449.0,448.0,435.0,347.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006163,0,2.0,5.0,11.0,104.0,230.0,384.0,411.0,432.0,454.0,454.0,452.0,441.0,356.0,37.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0
WBGene00006164,0,2.0,5.0,7.0,81.0,147.0,200.0,226.5,256.0,299.0,318.5,317.0,260.0,182.5,13.5,4.5,1.5,1.0,1.0,0.5,0.5,0.5
WBGene00006165,0,2.0,4.5,11.0,87.5,220.5,369.5,403.0,425.5,452.0,457.5,456.5,445.5,335.5,18.5,4.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00006166,0,6.0,7.0,11.0,97.0,224.0,370.0,401.0,423.0,451.0,445.0,444.0,438.0,333.0,15.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0
WBGene00006167,0,6.0,7.0,11.0,99.0,231.0,371.0,403.0,429.0,448.0,454.0,453.0,439.0,337.0,17.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00006170,0,1.0,6.0,35.0,93.0,196.0,355.0,401.0,424.0,451.0,454.0,453.0,441.0,317.0,43.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006171,0,2.0,3.0,18.0,66.0,176.0,351.0,402.0,422.0,451.0,452.0,451.0,445.0,352.0,43.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00006173,0,3.0,6.0,33.0,110.0,234.0,379.0,412.0,436.0,464.0,469.0,468.0,458.0,351.0,47.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006174,0,4.0,5.0,34.0,75.0,175.0,352.0,397.0,427.0,454.0,456.0,455.0,442.0,319.0,47.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0
WBGene00006175,0,5.0,7.0,43.0,108.0,260.0,409.0,437.0,454.0,478.0,475.0,474.0,467.0,382.0,58.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0
WBGene00006178,0,10.0,14.0,45.0,131.0,247.0,388.0,421.0,443.0,470.0,468.0,466.0,460.0,347.0,56.0,14.0,8.0,4.0,2.0,1.0,1.0,1.0
WBGene00006179,0,11.0,14.0,47.0,142.0,280.0,407.0,432.0,448.0,467.0,469.0,467.0,460.0,356.0,56.0,14.0,12.0,9.0,2.0,2.0,1.0,1.0
WBGene00006180,0,5.0,14.0,45.0,96.0,222.0,364.0,402.0,426.0,449.0,453.0,452.0,449.0,331.0,53.0,8.0,5.0,3.0,2.0,1.0,1.0,1.0
WBGene00006182,0,3.0,3.0,16.5,34.5,96.5,211.0,287.5,338.0,388.0,407.5,405.5,394.5,181.5,28.0,4.0,3.0,1.5,1.0,0.5,0.5,0.5
WBGene00006184,0,2.0,7.0,22.0,55.0,147.0,335.0,390.0,417.0,441.0,443.0,442.0,435.0,308.0,24.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00006186,0,5.0,10.0,44.0,58.0,125.0,299.0,368.0,398.0,434.0,444.0,443.0,434.0,257.0,49.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0
WBGene00006187,0,4.0,7.0,38.0,54.0,109.0,281.0,355.0,390.0,437.0,450.0,449.0,441.0,312.0,50.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006188,0,5.0,13.0,43.0,60.0,146.0,327.0,385.0,415.0,439.0,454.0,453.0,443.0,303.0,53.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0
WBGene00006189,0,6.0,11.0,39.0,67.0,176.0,352.0,399.0,428.0,465.0,468.0,466.0,446.0,336.0,48.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0
WBGene00006190,0,9.0,18.0,46.0,77.0,192.0,373.0,414.0,434.0,457.0,462.0,461.0,454.0,345.0,62.0,17.0,3.0,2.0,1.0,1.0,0.0,0.0
WBGene00006191,0,11.0,21.0,47.0,91.0,215.0,392.0,423.0,447.0,474.0,474.0,473.0,461.0,336.0,58.0,18.0,4.0,2.0,1.0,1.0,1.0,1.0
WBGene00006192,0,7.0,15.0,46.0,77.0,159.0,366.0,408.0,426.0,451.0,452.0,451.0,445.0,319.0,59.0,14.0,6.0,1.0,1.0,1.0,0.0,0.0
WBGene00006193,0,7.0,13.0,43.0,62.0,155.0,371.0,403.0,428.0,453.0,457.0,456.0,439.0,328.0,52.0,12.0,5.0,2.0,2.0,1.0,1.0,1.0
WBGene00006195,0,4.5,10.5,29.0,56.0,116.5,255.5,319.0,367.0,416.0,427.0,425.5,407.5,193.0,35.5,13.5,4.5,1.5,0.5,0.0,0.0,0.0
WBGene00006196,0,7.0,15.0,45.0,71.0,165.0,338.0,397.0,428.0,451.0,453.0,452.0,449.0,327.0,58.0,15.0,5.0,3.0,2.0,2.0,0.0,0.0
WBGene00006197,0,8.0,19.0,49.0,78.0,191.0,351.0,401.0,431.0,458.0,459.0,458.0,451.0,333.0,60.0,16.0,6.0,3.0,2.0,2.0,2.0,2.0
WBGene00006198,0,8.0,19.0,48.0,76.0,189.0,352.0,398.0,431.0,459.0,461.0,460.0,454.0,331.0,60.0,16.0,6.0,3.0,2.0,2.0,2.0,2.0
WBGene00006205,0,6.0,10.0,40.0,94.0,198.0,356.0,394.0,421.0,444.0,444.0,443.0,440.0,353.0,45.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0
WBGene00006206,0,5.0,9.0,42.0,103.0,233.0,383.0,410.0,432.0,448.0,449.0,448.0,443.0,370.0,44.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00006207,0,3.0,3.0,31.0,150.0,266.0,399.0,431.0,454.0,470.0,484.0,483.0,459.0,379.0,56.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0
WBGene00006210,0,5.0,16.0,73.0,200.0,309.0,420.0,444.0,464.0,477.0,473.0,472.0,466.0,376.0,70.0,14.0,4.0,2.0,1.0,1.0,1.0,1.0
WBGene00006211,0,3.0,23.0,61.0,173.0,301.0,407.0,443.0,456.0,470.0,465.0,464.0,458.0,378.0,63.0,19.0,5.0,2.0,2.0,0.0,0.0,0.0
WBGene00006214,0,8.0,26.0,48.0,157.0,260.0,391.0,429.0,446.0,467.0,462.0,461.0,456.0,376.0,54.0,15.0,6.0,3.0,2.0,1.0,0.0,0.0
WBGene00006215,0,8.0,23.0,46.0,158.0,245.0,390.0,424.0,442.0,465.0,475.0,473.0,460.0,356.0,50.0,18.0,7.0,4.0,2.0,1.0,1.0,1.0
WBGene00006225,0,5.0,7.0,68.0,166.0,267.0,399.0,426.0,446.0,459.0,458.0,457.0,447.0,353.0,76.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0
WBGene00006226,0,1.0,1.0,14.0,114.0,231.0,374.0,411.0,435.0,449.0,448.0,446.0,438.0,348.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00006227,0,,,,,,,,,,,,,,,,,,,,,
WBGene00006229,0,5.0,5.0,31.0,116.0,200.0,366.0,407.0,436.0,458.0,456.0,455.0,443.0,318.0,55.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0
WBGene00006230,0,5.0,5.0,33.0,117.0,214.0,349.0,403.0,433.0,450.0,457.0,456.0,447.0,313.0,62.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0
WBGene00006231,0,4.0,5.0,20.0,96.0,155.0,299.0,359.0,401.0,434.0,433.0,432.0,423.0,299.0,49.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0
WBGene00006232,0,5.0,8.0,29.0,131.0,234.0,360.0,415.0,430.0,456.0,454.0,452.0,443.0,339.0,50.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0
WBGene00006233,0,5.0,10.0,51.0,153.0,258.0,397.0,429.0,446.0,461.0,462.0,460.0,455.0,351.0,65.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0
WBGene00006234,0,7.0,9.0,30.0,139.0,233.0,339.0,386.0,411.0,440.0,442.0,440.0,431.0,336.0,59.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0
WBGene00006235,0,7.0,9.0,37.0,141.0,202.0,301.0,350.0,388.0,426.0,429.0,428.0,420.0,315.0,72.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0
WBGene00006237,0,1.0,13.0,85.0,194.0,291.0,413.0,436.0,449.0,472.0,465.0,464.0,457.0,347.0,92.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006238,0,2.0,3.0,46.0,149.0,240.0,378.0,410.0,436.0,453.0,453.0,452.0,441.0,345.0,63.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00006240,0,3.0,6.0,34.0,143.0,254.0,378.0,408.0,429.0,451.0,452.0,451.0,446.0,350.0,44.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00006242,0,4.0,6.0,40.0,181.0,300.0,408.0,434.0,447.0,464.0,469.0,468.0,462.0,370.0,50.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0
WBGene00006244,0,3.0,6.0,40.0,149.0,228.0,367.0,400.0,428.0,451.0,450.0,449.0,442.0,314.0,59.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0
WBGene00006247,0,3.0,5.0,32.0,155.0,243.0,382.0,413.0,434.0,459.0,454.0,453.0,451.0,332.0,44.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00006249,0,1.0,1.0,14.0,108.0,157.0,295.0,348.0,370.0,404.0,414.0,413.0,409.0,310.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00006251,0,2.0,10.0,48.0,162.0,255.0,407.0,433.0,441.0,463.0,453.0,452.0,448.0,365.0,71.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0
WBGene00006254,0,,,,,,,,,,,,,,,,,,,,,
WBGene00006255,0,,,,,,,,,,,,,,,,,,,,,
WBGene00006256,0,8.0,13.0,84.0,172.0,258.0,402.0,435.0,456.0,482.0,485.0,484.0,481.0,377.0,91.0,12.0,8.0,8.0,6.0,1.0,1.0,1.0
WBGene00006257,0,8.0,13.0,80.0,158.0,235.0,371.0,417.0,441.0,458.0,460.0,459.0,456.0,360.0,98.0,10.0,8.0,8.0,7.0,3.0,1.0,1.0
WBGene00006258,0,8.0,12.0,52.0,132.0,217.0,356.5,402.5,432.5,452.0,458.5,456.5,449.0,295.5,56.5,11.5,8.5,7.5,4.0,2.0,0.5,0.5
WBGene00006261,0,0.0,5.0,7.0,105.0,162.0,293.0,350.0,392.0,425.0,433.0,432.0,420.0,313.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006262,0,5.0,5.0,13.0,91.0,137.0,221.0,269.0,293.0,347.0,361.0,360.0,356.0,263.0,25.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00006264,0,3.0,5.0,6.0,74.0,126.0,203.0,259.0,304.0,342.0,362.0,360.0,353.0,256.0,18.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006266,0,1.0,4.0,35.0,131.0,197.0,332.0,389.0,424.0,440.0,443.0,441.0,437.0,312.0,33.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006268,0,2.0,5.0,39.0,138.0,206.0,333.0,375.0,403.0,433.0,434.0,433.0,426.0,322.0,56.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006270,0,2.0,5.0,40.0,136.0,199.0,328.0,378.0,406.0,436.0,435.0,434.0,429.0,354.0,90.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0
WBGene00006271,0,2.0,5.0,46.0,139.0,207.0,328.0,388.0,414.0,438.0,440.0,439.0,435.0,325.0,71.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0
WBGene00006273,0,0.0,2.0,25.0,129.0,210.0,345.0,382.0,411.0,446.0,446.0,444.0,435.0,302.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006274,0,0.0,1.0,12.0,109.0,176.0,304.0,348.0,387.0,423.0,436.0,435.0,427.0,304.0,62.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00006275,0,0.0,2.0,18.0,109.0,182.0,308.0,348.0,378.0,433.0,436.0,435.0,428.0,330.0,77.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
WBGene00006279,0,4.0,10.0,46.0,143.0,209.0,354.0,392.0,425.0,445.0,449.0,447.0,441.0,332.0,49.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0
WBGene00006280,0,7.0,10.0,60.0,157.0,250.0,389.0,419.0,439.0,463.0,478.0,477.0,458.0,357.0,67.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0
WBGene00006281,0,8.0,10.0,27.0,111.0,164.0,287.0,333.0,377.0,409.0,411.0,410.0,396.0,281.0,43.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0
WBGene00006282,0,8.0,10.0,35.0,131.0,180.0,299.0,353.0,385.0,416.0,422.0,421.0,414.0,292.0,51.0,11.0,7.0,2.0,1.0,1.0,1.0,1.0
WBGene00006283,0,7.0,10.0,25.0,109.0,163.0,275.0,322.0,356.0,395.0,407.0,406.0,404.0,284.0,41.0,10.0,6.0,2.0,2.0,2.0,2.0,2.0
WBGene00006284,0,8.0,10.0,30.0,125.0,169.0,302.0,346.0,384.0,428.0,429.0,428.0,422.0,305.0,43.0,11.0,7.0,2.0,2.0,2.0,2.0,2.0
WBGene00006287,0,10.0,10.0,40.0,130.0,189.0,331.0,382.0,409.0,427.0,434.0,433.0,427.0,330.0,64.0,11.0,8.0,4.0,1.0,0.0,0.0,0.0
WBGene00006288,0,6.0,8.5,18.5,82.5,140.0,261.5,332.0,380.0,420.5,423.5,422.0,414.0,259.0,28.5,8.0,4.5,1.5,1.0,1.0,0.5,0.5
WBGene00006306,0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,24.0,43.0,60.0,59.0,46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00006308,0,15.0,28.0,44.0,95.0,171.0,490.0,541.0,547.0,550.0,885.0,869.0,767.0,48.0,18.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00006309,0,3.0,3.0,3.0,45.0,135.0,502.0,506.0,516.0,533.0,1039.0,1030.0,569.0,34.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
WBGene00006318,0,14.0,18.0,20.0,28.0,95.0,161.0,205.0,241.0,271.0,284.0,277.0,219.0,78.0,20.0,18.0,3.0,1.0,1.0,1.0,0.0,0.0
WBGene00006319,0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00006324,0,9.0,9.0,9.0,25.0,28.0,59.0,95.0,128.0,161.0,168.0,146.0,64.0,20.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
WBGene00006351,0,145.0,151.0,204.0,493.0,501.0,502.0,502.0,502.0,502.0,1862.0,1761.0,1540.0,810.0,141.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
WBGene00006364,0,18.0,18.0,20.0,28.0,42.0,45.0,45.0,45.0,45.0,45.0,42.0,24.0,14.0,13.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0
WBGene00006366,0,2.0,2.0,5.0,8.0,129.0,758.0,1121.0,1300.0,1492.0,1388.0,1356.0,1027.0,599.0,294.0,133.0,52.0,17.0,4.0,1.0,0.0,0.0
WBGene00006367,0,2.5,13.5,19.0,27.5,52.5,153.0,188.5,230.0,270.0,135.5,123.0,111.5,81.0,43.5,10.5,2.0,1.5,1.0,0.5,0.5,0.5
WBGene00006369,0,16.0,18.0,34.0,52.0,55.0,183.0,471.0,772.0,929.0,1250.0,1109.0,447.0,137.0,31.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0
WBGene00006370,0,,,,,,,,,,,,,,,,,,,,,
WBGene00006372,0,1.0,1.0,1.0,1.0,22.0,51.0,85.0,120.0,149.0,169.0,168.0,148.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
WBGene00006375,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006377,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006380,0,2.0,2.0,2.0,10.5,14.5,500.0,500.0,500.0,500.0,1277.0,1251.0,1009.5,43.5,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
WBGene00006385,0,1.0,1.0,1.0,1.0,3.0,12.0,21.0,24.0,40.0,38.0,27.0,11.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006387,0,2.0,2.0,2.0,4.0,12.0,16.0,21.0,31.0,32.0,34.0,33.0,26.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
WBGene00006388,0,1.0,1.0,1.0,4.0,18.0,40.0,44.0,48.0,48.0,51.0,50.0,48.0,26.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
WBGene00006393,0,2.0,2.0,3.0,6.0,23.0,36.0,41.0,50.0,56.0,57.0,56.0,42.0,7.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
WBGene00006394,0,0.0,0.0,2.0,6.0,19.0,30.0,39.0,43.0,49.0,54.0,53.0,44.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006395,0,0.0,0.0,0.0,1.0,3.0,27.0,36.0,43.0,51.0,53.0,52.0,42.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006399,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006402,0,1.0,1.0,4.0,16.0,49.0,83.0,91.0,96.0,97.0,103.0,101.0,90.0,53.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
WBGene00006408,0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
WBGene00006409,0,1.0,1.0,1.0,2.0,37.0,96.0,125.0,149.0,177.0,192.0,180.0,155.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
